Cottage cheese (lowfat),1/2 cup,,81.00,0.11,1.20,0.70,0.00,5.00,459.00,3.10,0.00,3.10,14.00,0.50,0.00,6.50,0.50,6.63,25.53,227.55,31.24,0.20
Ice cream (regular),1/2 cup,,137.00,0.07,7.30,6.00,0.00,35.00,53.00,15.60,0.50,14.00,2.30,5.00,0.00,8.00,0.00,0.58,8.38,73.78,10.13,0.17
Ice cream (lowfat),1/2 cup,,137.00,0.08,3.70,2.20,0.00,21.00,56.00,22.40,0.20,16.80,3.60,6.00,1.00,12.00,0.00,0.68,5.70,50.78,6.97,0.20
Frozen yogurt,1/2 cup,,110.00,0.09,3.10,2.00,0.00,11.00,55.00,18.80,0.00,17.30,2.60,3.00,1.00,10.00,1.00,0.78,6.93,61.76,8.48,0.27
Evaporated and condensed whole milk,1/2 cup,,170.00,0.13,9.50,5.80,0.00,37.00,30.00,12.70,0.00,12.70,8.60,6.00,4.00,35.00,2.00,0.76,9.59,85.52,11.74,0.40
Evaporated and condensed skim milk,1/2 cup,,100.00,0.13,0.30,0.20,0.00,5.00,30.00,14.50,0.00,14.50,9.70,6.00,4.00,35.00,2.00,0.86,9.28,82.76,11.36,0.40
Dry milk (whole),1/3 cup,,210.00,0.04,11.30,7.10,0.00,41.00,157.00,16.20,0.00,16.20,11.10,10.00,2.00,30.00,0.00,1.75,13.69,120.26,16.51,0.41
Dry milk (nonfat),1/3 cup,,143.00,0.04,0.30,0.20,0.00,8.00,212.00,20.60,0.00,20.60,14.30,10.00,2.00,30.00,0.00,1.75,13.49,120.26,16.51,0.41
Dry buttermilk,1/3 cup,,153.00,0.04,2.30,1.40,0.00,27.00,205.00,19.40,0.00,19.40,13.60,1.00,3.50,47.00,0.67,1.75,13.62,120.26,16.51,0.41
Wheat flour,1/4 cup dry,,102.00,0.03,0.80,0.10,0.00,0.00,1.00,21.60,3.20,0.10,4.00,0.00,0.00,0.25,2.00,0.15,6.59,47.76,6.63,0.02
Rye flour,1/4 cup dry,,89.00,0.03,0.40,0.00,0.00,0.00,1.00,19.20,3.00,0.30,2.80,0.00,0.00,0.50,3.50,0.16,5.38,82.45,7.20,0.02
Rice,1/2 cup cooked,,103.00,0.08,0.20,0.10,0.00,0.00,1.00,22.30,0.30,0.00,2.10,0.00,0.00,0.50,0.50,0.61,66.79,88.19,20.92,0.09
Corn flour and meal,1/4 cup dry,,106.00,0.04,1.10,0.20,0.00,0.00,1.00,22.50,2.10,0.20,2.00,1.50,0.00,0.00,2.25,0.20,2.69,27.36,6.90,0.03
Corn hominy and grits,1/2 cup cooked,,81.00,0.11,0.50,0.10,0.00,0.00,249.00,17.50,1.20,0.10,1.70,0.00,0.00,0.50,4.00,0.85,7.91,80.46,20.28,0.07
Corn starch,1 tbsp,,31.00,0.01,0.00,0.00,0.00,0.00,0.80,7.30,0.10,0.00,0.00,0.00,0.00,0.00,0.19,0.04,0.79,8.04,2.03,0.01
Oats,1/2 cup cooked,,83.00,0.05,1.80,0.40,0.00,0.00,5.00,14.00,2.00,0.30,3.00,10.00,0.00,9.00,38.50,1.17,26.29,94.63,33.75,0.03
Oatmeal,1/2 cup cooked,,83.00,0.05,1.80,0.40,0.00,0.00,5.00,14.00,2.00,0.30,3.00,10.00,0.00,9.00,38.50,1.17,26.29,94.63,33.75,0.03
Barley,1/2 cup cooked,,97.00,0.08,0.40,0.10,0.00,0.00,2.00,22.20,3.00,0.20,1.80,0.00,0.00,0.50,5.50,0.16,14.82,105.76,14.12,0.04
Durum flour,1/2 cup cooked,,88.00,0.08,0.10,0.00,0.00,0.00,4.00,18.20,1.10,0.10,3.00,0.00,0.00,0.50,1.50,0.41,17.05,123.51,17.14,0.06
Couscous,1/2 cup cooked,,88.00,0.08,0.10,0.00,0.00,0.00,4.00,18.20,1.10,0.10,3.00,0.00,0.00,0.50,1.50,0.41,17.05,123.51,17.14,0.06
Beef (ground/70% lean meat/30% fat),3 oz,,279.00,0.08,24.00,9.60,1.50,66.00,57.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,6.00,3.99,43.23,1045.78,59.28,2.20
Beef (ground/85% lean meat/15% fat),3 oz,,213.00,0.09,13.00,5.00,0.00,77.00,61.00,0.00,0.00,0.00,22.00,0.00,0.00,1.00,12.00,3.99,43.23,1045.78,59.28,2.20
Beef short ribs,3 oz,,400.00,0.09,36.00,15.00,0.00,80.00,43.00,0.00,0.00,0.00,18.00,0.00,0.00,1.00,11.00,3.99,43.23,1045.78,59.28,2.20
Beef brisket,3 oz,,132.00,0.09,6.30,2.10,0.00,54.00,66.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,6.00,3.99,43.23,1045.78,59.28,2.20
Corned beef brisket,3 oz,,213.00,0.09,16.00,5.00,0.00,83.00,827.00,0.40,0.00,0.00,15.00,0.00,0.00,0.00,8.00,3.99,43.23,1045.78,59.28,2.20
Beef rib steak,3 oz,,302.00,0.09,24.00,10.00,0.00,72.00,54.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,11.00,3.99,43.23,1045.78,59.28,2.20
Beef round steak,3 oz,,154.00,0.09,6.00,2.20,0.00,65.00,49.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00,13.00,3.99,43.23,1045.78,59.28,2.20
Beef shoulder tender,3 oz,,150.00,0.09,6.00,2.40,0.00,66.00,50.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00,12.00,3.99,43.23,1045.78,59.28,2.20
Beef skirt steak,3 oz,,187.00,0.09,10.00,4.00,0.00,51.00,64.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00,13.00,3.99,43.23,1045.78,59.28,2.20
Beef T-bone steak,3 oz,,210.00,0.09,14.00,5.00,0.00,51.00,57.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,15.00,3.99,43.23,1045.78,59.28,2.20
Beef tenderloin roast,3 oz,,276.00,0.09,21.00,8.00,0.00,72.00,48.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,14.00,3.99,43.23,1045.78,59.28,2.20
Beef tenderloin steak,3 oz,,227.00,0.09,15.00,6.00,0.00,82.00,46.00,0.00,0.00,0.00,22.00,0.00,0.00,1.00,7.00,3.99,43.23,1045.78,59.28,2.20
Beef top sirloin steak,3 oz,,207.00,0.09,12.00,4.80,0.00,78.00,48.00,0.00,0.00,0.00,23.00,0.00,0.00,1.00,8.00,3.99,43.23,1045.78,59.28,2.20
Veal ground,3 oz,,146.00,0.09,6.00,2.60,0.00,88.00,71.00,0.00,0.00,0.00,21.00,0.00,0.00,1.00,4.00,3.99,43.23,1045.78,59.28,0.62
Veal ribs,3 oz,,194.00,0.09,12.00,4.60,0.00,94.00,78.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,4.00,3.99,43.23,1045.78,59.28,0.62
Veal shank,3 oz,,96.00,0.09,3.00,0.90,0.00,63.00,15.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,3.00,3.99,43.23,1045.78,59.28,0.62
Veal shoulder,3 oz,,111.00,0.09,4.50,1.80,0.00,75.00,78.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,3.00,3.99,43.23,1045.78,59.28,0.62
Veal sirloin,3 oz,,214.00,0.09,11.00,4.40,0.00,92.00,67.00,0.00,0.00,0.00,27.00,0.00,0.00,1.00,5.00,3.99,43.23,1045.78,59.28,0.62
Pork (ham/extra lean/5% fat),3 oz,,123.00,0.09,4.70,1.50,0.00,45.00,1023.00,1.30,0.00,0.00,18.00,0.00,0.00,0.00,7.00,2.79,33.56,249.06,46.09,0.54
Pork (ham/slice/with bone),3 oz,,147.00,0.09,8.00,2.50,0.10,55.00,632.00,0.20,0.00,0.00,19.00,0.00,0.00,1.00,5.00,2.79,33.56,249.06,46.09,0.54
Pork belly,3 oz,,441.00,0.09,45.00,15.00,0.00,60.00,27.00,0.00,0.00,0.00,7.80,0.00,0.00,0.00,0.00,2.79,33.56,249.06,46.09,0.54
Bacon,3 oz,,441.00,0.09,45.00,15.00,0.00,60.00,27.00,0.00,0.00,0.00,7.80,0.00,0.00,0.00,0.00,2.79,33.56,249.06,46.09,0.54
Pork tenderloin,3 oz,,122.00,0.09,3.00,1.00,0.00,62.00,48.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00,5.00,2.79,33.56,249.06,46.09,0.54
Pork (ground/72% lean),3 oz,,333.00,0.09,27.75,9.75,0.23,84.75,79.50,1.20,0.00,0.00,19.50,0.00,0.00,1.50,5.25,2.79,33.56,249.06,46.09,0.54
Pork (ground/96% lean),3 oz,,157.00,0.09,5.00,1.80,0.00,72.00,75.00,0.50,0.00,0.00,27.00,0.00,0.00,1.00,4.00,2.79,33.56,249.06,46.09,0.54
Pork loin,3 oz,,206.00,0.09,12.00,4.40,0.00,68.00,53.00,0.00,0.00,0.00,23.00,0.00,0.00,1.00,3.00,2.79,33.56,249.06,46.09,0.54
Pork shoulder,3 oz,,228.00,0.09,16.00,6.00,0.00,73.00,57.00,0.00,0.00,0.00,20.00,0.00,1.00,2.00,6.00,2.79,33.56,249.06,46.09,0.54
Lamb foreshank (1/4 fat),3 oz,,171.00,0.09,11.40,5.10,0.00,60.00,60.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,6.00,2.95,23.14,625.80,2.53,1.88
Lamb leg (1/4 fat),3 oz,,195.00,0.09,14.40,6.30,0.00,60.00,48.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,6.00,2.95,23.14,625.80,2.53,1.88
Lamb loin (1/4 fat),3 oz,,264.00,0.09,24.00,9.90,0.00,63.00,48.00,0.00,0.00,0.00,13.80,0.00,0.00,0.00,6.00,2.95,23.14,625.80,2.53,1.88
Lamb rib (1/4 fat),3 oz,,315.00,0.09,30.00,12.90,0.00,66.00,48.00,0.00,0.00,0.00,12.30,0.00,0.00,0.00,6.00,2.95,23.14,625.80,2.53,1.88
Lamb shoulder (1/4 fat),3 oz,,225.00,0.09,18.00,7.80,0.00,60.00,51.00,0.00,0.00,0.00,14.10,0.00,0.00,0.00,6.00,2.95,23.14,625.80,2.53,1.88
Lamb (1/4 fat),3 oz,,250.00,0.09,18.00,8.00,0.00,82.00,61.00,0.00,0.00,0.00,21.00,0.00,0.00,1.00,8.00,2.95,23.14,625.80,2.53,1.88
Chicken,3 oz,,203.51,0.09,11.54,3.04,0.00,74.72,69.86,0.00,0.00,0.00,23.09,2.43,0.00,1.22,5.47,2.33,21.01,145.13,85.28,0.38
Duck,3 oz,,286.74,0.09,24.30,8.51,0.00,71.69,50.42,0.00,0.00,0.00,16.40,3.04,0.00,0.61,12.76,2.33,21.01,145.13,85.28,0.38
Turkey,3 oz,,162.00,0.09,6.30,1.80,0.00,93.00,87.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,3.00,2.33,21.01,145.13,85.28,0.38
Chicken eggs,1 large egg,,72.00,0.05,4.80,1.60,0.00,186.00,71.00,0.40,0.00,0.20,6.30,5.00,0.00,2.00,3.00,0.28,12.78,79.50,15.13,0.20
Cod (fresh and frozen),3 oz,,70.00,0.09,0.60,0.10,0.00,37.00,46.00,0.00,0.00,0.00,15.00,0.00,1.00,1.00,1.00,5.46,2.47,1384.31,831.57,0.38
Flounder (fresh and frozen),3 oz,,60.00,0.09,1.60,0.40,0.00,38.00,252.00,0.00,0.00,0.00,11.00,0.00,0.00,1.00,1.00,5.30,2.47,1384.31,831.57,0.30
Herring (fresh and frozen),3 oz,,134.00,0.09,8.00,1.70,0.00,51.00,77.00,0.00,0.00,0.00,15.00,1.00,1.00,4.00,4.00,1.87,2.47,1384.31,831.57,0.11
Mackerel (fresh and frozen),3 oz,,85.00,0.09,12.00,3.00,0.00,59.00,77.00,0.00,0.00,0.00,16.00,3.00,1.00,1.00,8.00,3.15,2.47,1384.31,831.57,0.05
Salmon (fresh and frozen),3 oz,,177.00,0.09,11.00,2.60,0.00,47.00,50.00,0.00,0.00,0.00,17.00,0.00,5.00,0.00,1.00,3.97,2.47,1384.31,831.57,0.30
Sea bass (fresh and frozen),3 oz,,105.00,0.09,2.20,0.60,0.00,45.00,74.00,0.00,0.00,0.00,20.00,3.00,0.00,1.00,1.00,4.64,2.47,1384.31,831.57,0.30
Tilapia (fresh and frozen),3 oz,,112.00,0.09,2.30,0.80,0.00,50.00,49.00,0.00,0.00,0.00,23.00,0.00,0.00,1.00,3.00,5.30,2.47,1384.31,831.57,0.30
Trout (fresh and frozen),3 oz,,128.00,0.09,5.00,1.00,0.00,59.00,48.00,0.00,0.00,0.00,19.00,1.00,3.00,7.00,2.00,6.65,2.47,1384.31,831.57,0.38
Turbot (fresh and frozen),3 oz,,81.00,0.09,3.00,1.00,0.00,41.00,128.00,0.00,0.00,0.00,14.00,1.00,2.00,2.00,2.00,24.74,2.47,1384.31,831.57,0.30
Shrimp (fresh and frozen),3 oz,,84.00,0.09,0.50,0.10,0.00,161.00,119.00,0.00,0.00,0.00,20.38,0.00,0.00,6.00,2.00,4.94,0.15,663.00,331.57,0.97
Lobster (fresh and frozen),3 oz,,76.00,0.09,0.70,0.20,0.00,124.00,413.00,0.00,0.00,0.00,16.00,0.00,0.00,8.00,1.00,86.56,0.15,663.00,331.57,1.72
Mussels (fresh and frozen),3 oz,,146.00,0.09,3.80,0.70,0.00,48.00,314.00,6.00,0.00,0.00,20.00,5.00,19.00,2.00,31.00,1.68,0.15,663.00,331.57,0.01
Crabs (fresh and frozen),3 oz,,71.00,0.09,0.60,0.20,0.00,82.00,336.00,0.00,0.00,0.00,15.00,0.00,4.00,7.00,2.00,5.54,0.15,663.00,331.57,0.94
Salmon (canned),3 oz,,117.00,0.09,4.30,0.80,0.00,71.00,324.00,0.00,0.00,0.00,19.60,0.00,0.00,24.00,3.00,2.68,2.47,1384.31,831.57,0.35
Sardines (canned),3.75 oz or 1 can,,191.00,0.09,10.50,1.40,0.00,131.00,282.00,0.00,0.00,0.00,22.70,2.00,0.00,35.00,15.00,4.78,2.67,1498.31,900.05,0.24
Tuna (canned),3 oz,,158.00,0.09,6.90,1.10,0.00,26.00,337.00,0.00,0.00,0.00,22.60,0.00,0.00,0.00,3.00,3.74,2.47,1384.31,831.57,0.48
Other fish (canned),3 oz,,133.00,0.09,5.40,1.60,0.00,67.00,322.00,0.00,0.00,0.00,19.70,6.00,0.00,21.00,9.00,4.08,2.47,1384.31,831.57,0.35
Shellfish (canned),3 oz,,121.00,0.09,1.40,0.30,0.00,42.00,95.00,5.00,0.00,0.00,20.60,10.00,31.00,8.00,132.00,0.98,1.22,663.59,221.61,0.35
Peanuts,1/4 cup,,207.00,0.04,20.00,2.30,0.00,0.00,7.00,5.90,3.10,1.70,9.40,0.00,0.00,3.00,7.00,0.07,9.05,83.69,7.77,0.07
Almonds,1/4 cup,,207.00,0.04,17.90,1.40,0.00,0.00,0.00,7.70,4.50,1.60,7.60,0.00,0.00,7.00,6.00,0.22,106.53,156.68,130.31,0.06
Hazelnuts,1/4 cup,,212.00,0.03,20.50,1.50,0.00,0.00,0.00,5.60,3.30,1.50,5.10,0.00,3.00,3.00,7.00,0.21,91.94,141.76,111.30,0.06
Pecans,1/4 cup,,188.00,0.03,19.60,1.70,0.00,0.00,0.00,3.80,2.60,1.10,2.50,0.00,1.00,2.00,4.00,0.17,64.46,82.19,79.29,0.05
Walnuts,1/4 cup,,164.00,0.03,16.30,1.50,0.00,0.00,0.00,3.40,1.70,0.70,3.80,0.00,1.00,3.00,5.00,0.15,59.14,75.40,72.75,0.04
Macadamia nuts,1/4 cup,,241.00,0.03,25.40,4.00,0.00,0.00,2.00,4.60,2.90,1.50,2.70,0.00,1.00,2.00,6.00,0.21,163.49,67.76,16.92,0.06
Pistachio nuts,1/4 cup,,172.00,0.03,13.90,1.80,0.00,0.00,0.00,8.40,3.30,2.40,6.20,3.00,2.00,3.00,6.00,0.19,150.07,62.20,15.54,0.05
Other tree nuts,1/4 cup,,157.00,0.03,12.40,2.20,0.00,0.00,3.00,8.60,0.90,1.70,5.20,0.00,0.00,1.00,10.00,0.17,22.67,242.77,24.03,0.05
Coconuts,2 tbsp shredded,,35.00,0.01,3.40,3.00,0.00,0.00,2.00,1.50,0.90,0.60,0.30,0.00,0.50,0.13,1.38,0.07,0.01,23.50,0.14,0.02
Sugar,1 tbsp,,49.00,0.01,0.00,0.00,0.00,0.00,0.00,12.60,0.00,12.60,0.00,0.00,0.00,0.00,0.00,0.08,2.19,7.73,0.87,0.01
Syrup,1 tbsp,,52.00,0.02,0.00,0.00,0.00,0.00,2.00,13.40,0.00,12.10,0.00,0.00,0.00,1.00,1.00,0.07,7.34,27.98,2.32,0.02
Honey,1 tbsp,,64.00,0.02,0.00,0.00,0.00,0.00,1.00,17.30,0.00,17.30,0.10,0.00,0.00,0.00,0.00,0.07,7.34,27.98,2.32,0.02
Corn sweeteners,1 tbsp,,53.00,0.02,0.00,0.00,0.00,0.00,0.00,14.40,0.00,14.40,0.00,0.00,0.00,0.00,0.00,0.34,6.64,25.31,2.10,0.02
Butter,1 tbsp,,102.00,0.02,11.50,7.20,0.00,31.00,2.00,0.00,0.00,0.00,0.10,7.00,0.00,0.00,0.00,0.51,5.92,52.78,7.25,0.21
Maragarine,1 tbsp,,102.00,0.01,11.50,2.20,2.10,0.00,0.00,0.10,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.29,5.53,49.26,6.76,0.02
Lard and beef tallow,1 tbsp,,115.00,0.01,12.80,6.40,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,5.05,45.04,6.18,0.18
Shortening,1 tbsp,,113.00,0.01,12.80,3.20,1.70,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,5.05,45.04,6.18,0.03
Other added fats,1 tbsp,,120.00,0.01,13.60,11.80,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,5.37,47.86,6.57,0.06
Eggnog,1 cup,,224.00,0.25,10.60,6.60,0.00,150.00,137.00,20.50,0.00,20.50,11.60,8.00,6.00,33.00,3.00,4.83,32.77,288.31,39.58,0.87
Cream,1 tbsp,,29.00,0.02,2.90,1.50,0.10,9.00,11.00,0.40,0.00,0.60,0.40,2.00,0.00,1.00,0.00,0.29,1.93,17.03,2.34,0.05
Sour cream,2 tbsp,,33.00,0.02,2.50,1.60,0.00,8.00,20.00,1.70,0.00,0.10,0.80,2.00,0.00,2.00,0.00,0.46,3.10,27.24,3.74,0.06
Cream cheese,2 tbsp,,102.00,0.03,10.00,5.90,0.00,29.00,91.00,1.60,0.00,1.10,1.80,8.00,0.00,2.00,0.00,0.55,3.74,32.92,4.52,0.06
Salad and cooking oils,1 tbsp,,120.00,0.01,13.60,2.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,14.73,72.60,4.98,0.02
